corpus,source_pdf,source_txt,date,case_numbers,signal_total,federal,district_court,removal,remand,civil_rights_1983,rico,due_process,jurisdiction,abstention,injunction,mandamus
case,CASE DOCS\05.02.25 - Mandamus Record (STONE)-1.pdf,extracted_text\05.02.25 - Mandamus Record (STONE)-1.txt,2025-05-02,,272,34,96,4,10,0,0,6,42,0,18,62
case,CASE DOCS\04.10.25 - 02-25-00164-CV MANDAMUS RECORD-1.pdf,extracted_text\04.10.25 - 02-25-00164-CV MANDAMUS RECORD-1.txt,2025-04-10,02-25-00164-CV,268,34,96,4,10,0,0,6,42,0,18,58
research,RESEARCH\vLex-Vincent--1-NO--25-0367-IN-THE-SUPREME-COURT-OF-TEXAS-IN-RE--CHARLES-DUSTIN-MYERS----------MOTION-FOR-REHEARI-1.pdf,extracted_research\vLex-Vincent--1-NO--25-0367-IN-THE-SUPREME-COURT-OF-TEXAS-IN-RE--CHARLES-DUSTIN-MYERS----------MOTION-FOR-REHEARI-1.txt,,25-0367,268,20,18,0,0,0,0,42,19,0,0,169
research,RESEARCH\vLex-Vincent-For-a-civil-RICO-claim-to-prevail--is-it-a-requirement-to-have-multiple-victims--or-are-there-except-1.pdf,extracted_research\vLex-Vincent-For-a-civil-RICO-claim-to-prevail--is-it-a-requirement-to-have-multiple-victims--or-are-there-except-1.txt,,,266,25,7,0,0,0,232,0,2,0,0,0
research,RESEARCH\vLex-Vincent-The-husband-lost-his-home--which-he-used-as-a-place-of-business--as-a-result-of-the-fraudulent-schem-1.pdf,extracted_research\vLex-Vincent-The-husband-lost-his-home--which-he-used-as-a-place-of-business--as-a-result-of-the-fraudulent-schem-1.txt,,,266,56,12,0,0,0,198,0,0,0,0,0
research,RESEARCH\vLex-Vincent-The-husband-lost-his-home--which-he-used-as-a-place-of-business--as-a-result-of-the-fraudulent-schem-a30115cd-1.pdf,extracted_research\vLex-Vincent-The-husband-lost-his-home--which-he-used-as-a-place-of-business--as-a-result-of-the-fraudulent-schem-a30115cd-1.txt,,,266,56,12,0,0,0,198,0,0,0,0,0
research,RESEARCH\vLex-Vincent-What-are-the-grounds-and-1.pdf,extracted_research\vLex-Vincent-What-are-the-grounds-and-1.txt,,,257,0,0,0,0,0,0,0,257,0,0,0
research,RESEARCH\vLex-Vincent-What-are-the-grounds-and-9c80da34-1.pdf,extracted_research\vLex-Vincent-What-are-the-grounds-and-9c80da34-1.txt,,,257,0,0,0,0,0,0,0,257,0,0,0
research,RESEARCH\vLex-Vincent-What-are-the-grounds-and-b36f34d8-1.pdf,extracted_research\vLex-Vincent-What-are-the-grounds-and-b36f34d8-1.txt,,,257,0,0,0,0,0,0,0,257,0,0,0
research,RESEARCH\vLex-Vincent-What-are-the-grounds-and-bbe16642-1.pdf,extracted_research\vLex-Vincent-What-are-the-grounds-and-bbe16642-1.txt,,,257,0,0,0,0,0,0,0,257,0,0,0
research,RESEARCH\vLex-Vincent-Defendants-made-ongoing-threats-to-Plaintiff--including-threats-of-future-criminal-activity--demonst-1.pdf,extracted_research\vLex-Vincent-Defendants-made-ongoing-threats-to-Plaintiff--including-threats-of-future-criminal-activity--demonst-1.txt,,,256,15,8,0,0,0,232,0,1,0,0,0
research,RESEARCH\vLex-Vincent-------------------------II--TIMELINE-OF-EVENTS-BACKGROUND--Morgan-Michelle-Myers----Myers---and-Char (2)-1.pdf,extracted_research\vLex-Vincent-------------------------II--TIMELINE-OF-EVENTS-BACKGROUND--Morgan-Michelle-Myers----Myers---and-Char (2)-1.txt,,,254,29,9,7,0,0,191,4,4,3,0,7
research,RESEARCH\vLex-Vincent-Myers-and-Branthoover-communicated-across-state-lines--Texas-and-Oklahoma--via-text-messages-and-pho-1.pdf,extracted_research\vLex-Vincent-Myers-and-Branthoover-communicated-across-state-lines--Texas-and-Oklahoma--via-text-messages-and-pho-1.txt,,,253,33,2,0,0,3,206,0,9,0,0,0
research,RESEARCH\vLex-Vincent-How-does-a-party-file-1.pdf,extracted_research\vLex-Vincent-How-does-a-party-file-1.txt,,,252,0,1,1,0,0,0,0,232,0,6,12
research,RESEARCH\vLex-Vincent-Charles-was-evicted-from-his-home-and-divested-of-custody-of-his-children-as-a-result-of-the-coordin-1.pdf,extracted_research\vLex-Vincent-Charles-was-evicted-from-his-home-and-divested-of-custody-of-his-children-as-a-result-of-the-coordin-1.txt,,,251,32,12,0,0,0,207,0,0,0,0,0
case,CASE DOCS\04.03.24 - EMERGENCY RELIEF - STAY_Redacted_3966607E-1.pdf,extracted_text\04.03.24 - EMERGENCY RELIEF - STAY_Redacted_3966607E-1.txt,2024-04-03,,250,50,68,15,0,0,1,32,32,0,12,40
case,CASE DOCS\04.03.24 - MOTION FOR EMERGENCY STAY-1.pdf,extracted_text\04.03.24 - MOTION FOR EMERGENCY STAY-1.txt,2024-04-03,,250,50,68,15,0,0,1,32,32,0,12,40
case,CASE DOCS\04.08.24 - 02-24-00149-CV EMERGENCY MOTION TO STAY-1.pdf,extracted_text\04.08.24 - 02-24-00149-CV EMERGENCY MOTION TO STAY-1.txt,2024-04-08,02-24-00149-CV,250,50,68,15,0,0,1,32,32,0,12,40
case,CASE DOCS\04.08.24 - 02-24-00149-CV MOTION FOR EMERGENCY STAY-1.pdf,extracted_text\04.08.24 - 02-24-00149-CV MOTION FOR EMERGENCY STAY-1.txt,2024-04-08,02-24-00149-CV,250,50,68,15,0,0,1,32,32,0,12,40
research,RESEARCH\vLex-Vincent-Charles-was-evicted-from-his-home--deprived-of-marital-funds--and-removed-from-his-business-as-a-dir-1.pdf,extracted_research\vLex-Vincent-Charles-was-evicted-from-his-home--deprived-of-marital-funds--and-removed-from-his-business-as-a-dir-1.txt,,,250,22,7,37,0,0,184,0,0,0,0,0
research,RESEARCH\vLex-Vincent-Charles-was-evicted-from-his-home--deprived-of-marital-funds--and-removed-from-his-business-as-a-dir-58e676f9-1.pdf,extracted_research\vLex-Vincent-Charles-was-evicted-from-his-home--deprived-of-marital-funds--and-removed-from-his-business-as-a-dir-58e676f9-1.txt,,,250,22,7,37,0,0,184,0,0,0,0,0
case,CASE DOCS\04.04.25 - Legal Analysis (Dismissal)-1.pdf,extracted_text\04.04.25 - Legal Analysis (Dismissal)-1.txt,2025-04-04,,248,8,77,4,12,10,0,4,75,0,4,54
case,CASE DOCS\04.08.24 - 02-24-00149-CV EMERGENCY MOTION TO STAY_compressed-1.pdf,extracted_text\04.08.24 - 02-24-00149-CV EMERGENCY MOTION TO STAY_compressed-1.txt,2024-04-08,02-24-00149-CV,248,50,67,15,0,0,0,32,32,0,12,40
case,CASE DOCS\04.24.2025 - PLEA TO THE JURISDICTION-1.pdf,extracted_text\04.24.2025 - PLEA TO THE JURISDICTION-1.txt,2025-04-24,,244,40,32,10,0,0,0,102,54,0,6,0
research,RESEARCH\vLex-Vincent-Plaintiff-was-unlawfully-removed-from-his-residence--which-he-relied-on-to-earn-a-living-for-his-fam-1.pdf,extracted_research\vLex-Vincent-Plaintiff-was-unlawfully-removed-from-his-residence--which-he-relied-on-to-earn-a-living-for-his-fam-1.txt,,,242,33,6,3,0,0,200,0,0,0,0,0
research,RESEARCH\vLex-Vincent-Plaintiff-s-allegations-describe-a-scheme-with-multiple-steps--ongoing-coordination--and-repeated-ac-1.pdf,extracted_research\vLex-Vincent-Plaintiff-s-allegations-describe-a-scheme-with-multiple-steps--ongoing-coordination--and-repeated-ac-1.txt,,,241,13,25,0,0,0,203,0,0,0,0,0
research,RESEARCH\vLex-Vincent-Defendants-Myers-and-Branthoover-exchanged-numerous-interstate-text-messages-and-emails--and-submitt-1.pdf,extracted_research\vLex-Vincent-Defendants-Myers-and-Branthoover-exchanged-numerous-interstate-text-messages-and-emails--and-submitt-1.txt,,,240,124,5,0,0,0,107,0,4,0,0,0
case,CASE DOCS\05.29.25 - 25-0361 THIRD AMENDED MOTION TO CONSOLIDATE-1.pdf,extracted_text\05.29.25 - 25-0361 THIRD AMENDED MOTION TO CONSOLIDATE-1.txt,2025-05-29,25-0361,236,16,44,10,4,0,0,40,16,0,0,106
research,RESEARCH\vLex-Vincent--The-Plaintiff-alleged-a-series-of-acts-spanning-from-December-2023-through-May-2025--including-wire-1.pdf,extracted_research\vLex-Vincent--The-Plaintiff-alleged-a-series-of-acts-spanning-from-December-2023-through-May-2025--including-wire-1.txt,,,236,15,7,0,0,1,213,0,0,0,0,0
research,RESEARCH\vLex-Vincent--The-Plaintiff-alleged-a-series-of-acts-spanning-from-December-2023-through-May-2025--including-wire-4318e941-1.pdf,extracted_research\vLex-Vincent--The-Plaintiff-alleged-a-series-of-acts-spanning-from-December-2023-through-May-2025--including-wire-4318e941-1.txt,,,236,15,7,0,0,1,213,0,0,0,0,0
research,RESEARCH\vLex-Vincent--The-Plaintiff-alleged-a-series-of-acts-spanning-from-December-2023-through-May-2025--including-wire-f8ac5d57-1.pdf,extracted_research\vLex-Vincent--The-Plaintiff-alleged-a-series-of-acts-spanning-from-December-2023-through-May-2025--including-wire-f8ac5d57-1.txt,,,236,15,7,0,0,1,213,0,0,0,0,0
research,RESEARCH\vLex-Vincent-A-mother-is-in-contact-with-her-stepfather-who-lives-in-oklahoma--he-helps-her-attempt-to-get-a-frau-1.pdf,extracted_research\vLex-Vincent-A-mother-is-in-contact-with-her-stepfather-who-lives-in-oklahoma--he-helps-her-attempt-to-get-a-frau-1.txt,,,235,99,8,1,0,0,23,1,103,0,0,0
research,RESEARCH\vLex-Vincent-The-complaint-alleges-racketeering-acts-and-threats-spanning-from-December-2023-through-at-least-May-1.pdf,extracted_research\vLex-Vincent-The-complaint-alleges-racketeering-acts-and-threats-spanning-from-December-2023-through-at-least-May-1.txt,,,234,9,16,0,0,0,207,0,2,0,0,0
research,RESEARCH\vLex-Vincent-The-state-court-judge-s-authority-was-strictly-limited-by-statute-or-rule--and-the-judge-acted-outsi-1.pdf,extracted_research\vLex-Vincent-The-state-court-judge-s-authority-was-strictly-limited-by-statute-or-rule--and-the-judge-acted-outsi-1.txt,,,233,0,15,0,0,2,0,0,216,0,0,0
case,CASE DOCS\05.19.25 - 25-0426 CASE MEMORANDUM-1.pdf,extracted_text\05.19.25 - 25-0426 CASE MEMORANDUM-1.txt,2025-05-19,25-0426,231,17,8,4,0,4,0,72,0,0,0,126
research,RESEARCH\vLex-Vincent-TIMELINE-OF-EVENTS-BACKGROUND-Morgan-Michelle-Myers----Myers---and-Charles-Dustin-Myers----Plaintiff-1.pdf,extracted_research\vLex-Vincent-TIMELINE-OF-EVENTS-BACKGROUND-Morgan-Michelle-Myers----Myers---and-Charles-Dustin-Myers----Plaintiff-1.txt,,,229,20,10,2,0,0,184,3,3,0,0,7
case,CASE DOCS\05.19.2025_CASE MEMORANDUM-1.pdf,extracted_text\05.19.2025_CASE MEMORANDUM-1.txt,2025-05-19,,228,17,8,4,0,3,0,72,0,0,0,124
research,RESEARCH\vLex-Vincent-IN-THE-MATTER-OF-THE-MARRIAGE-OF-MORGAN-MICHELLE-MYERS-AND-CHARLES-DUSTIN-MYERS-AND-IN-THE-INTEREST--1.pdf,extracted_research\vLex-Vincent-IN-THE-MATTER-OF-THE-MARRIAGE-OF-MORGAN-MICHELLE-MYERS-AND-CHARLES-DUSTIN-MYERS-AND-IN-THE-INTEREST--1.txt,,,228,33,27,0,0,0,18,52,32,0,0,66
case,CASE DOCS\04.18.24 - 02-24-00149-CV MOTION FOR REHEARING-1.pdf,extracted_text\04.18.24 - 02-24-00149-CV MOTION FOR REHEARING-1.txt,2024-04-18,02-24-00149-CV,227,50,65,12,0,0,0,21,33,0,4,42
research,RESEARCH\vLex-Vincent-Case-5-24-cv-01311-R-Document-18-Filed-06-30-25-Page-1-of-5-FILED-JUN-3-D-2025-IN-THE-UNITED-STATES--1.pdf,extracted_research\vLex-Vincent-Case-5-24-cv-01311-R-Document-18-Filed-06-30-25-Page-1-of-5-FILED-JUN-3-D-2025-IN-THE-UNITED-STATES--1.txt,2025-06-30,24-cv-01311-R;5-24-cv-01311,221,65,5,0,0,0,148,0,3,0,0,0
research,RESEARCH\vLex-Vincent-Case-5-24-cv-01311-R-Document-18-Filed-06-30-25-Page-1-of-5-FILED-JUN-3-D-2025-IN-THE-UNITED-STATES--13ed95c2-1.pdf,extracted_research\vLex-Vincent-Case-5-24-cv-01311-R-Document-18-Filed-06-30-25-Page-1-of-5-FILED-JUN-3-D-2025-IN-THE-UNITED-STATES--13ed95c2-1.txt,2025-06-30,24-cv-01311-R;5-24-cv-01311,221,65,5,0,0,0,148,0,3,0,0,0
research,RESEARCH\vLex-Vincent-In-a-civil-or-criminal-RICO-claim-under-U-S--federal-law--under-what-circumstances-can-perjury-serve-1.pdf,extracted_research\vLex-Vincent-In-a-civil-or-criminal-RICO-claim-under-U-S--federal-law--under-what-circumstances-can-perjury-serve-1.txt,,,218,85,5,0,0,0,128,0,0,0,0,0
case,CASE DOCS\04.25.2025_MOTION TO RECUSE-1.pdf,extracted_text\04.25.2025_MOTION TO RECUSE-1.txt,2025-04-25,,212,6,29,5,9,0,0,82,48,0,4,29
case,CASE DOCS\04.15.2025_02-25-00166-CV EMERGENCY STAY-1.pdf,extracted_text\04.15.2025_02-25-00166-CV EMERGENCY STAY-1.txt,2025-04-15,,211,0,44,2,0,0,0,16,47,0,4,98
research,RESEARCH\vLex-Vincent-II--JUDGE-KAITCER--ATTORNEY-COOPER-L--CARTER--AND-PETITONER-MORGAN-MICHELLE-MYERS---EXTORTION-AND-CO-1.pdf,extracted_research\vLex-Vincent-II--JUDGE-KAITCER--ATTORNEY-COOPER-L--CARTER--AND-PETITONER-MORGAN-MICHELLE-MYERS---EXTORTION-AND-CO-1.txt,,,206,11,1,4,1,0,29,2,154,0,1,3
case,CASE DOCS\05-04-2023-Agreed_Motion-1.pdf-1.pdf,extracted_text\05-04-2023-Agreed_Motion-1.pdf-1.txt,2023-05-04,04-2023,204,8,72,0,10,0,0,0,112,0,0,2
research,RESEARCH\vLex-Vincent-In-a-scenario-where-an-individual-travels-from-Texas-to-Oklahoma-to-prepare-fraudulent-divorce-paper-1.pdf,extracted_research\vLex-Vincent-In-a-scenario-where-an-individual-travels-from-Texas-to-Oklahoma-to-prepare-fraudulent-divorce-paper-1.txt,,,201,161,4,0,0,0,34,0,2,0,0,0
research,RESEARCH\vLex-Vincent-The-relevant-statute-or-local-rule-limits-the-authority-of-associate-judges-to-conduct-initial-heari-1.pdf,extracted_research\vLex-Vincent-The-relevant-statute-or-local-rule-limits-the-authority-of-associate-judges-to-conduct-initial-heari-1.txt,,,195,90,42,0,1,13,0,27,20,0,2,0
research,RESEARCH\vLex-Vincent-The-father-has-exhausted-all-available-state-remedies--including-six-mandamus-petitions--and-has-bee-1.pdf,extracted_research\vLex-Vincent-The-father-has-exhausted-all-available-state-remedies--including-six-mandamus-petitions--and-has-bee-1.txt,,,194,94,5,0,0,33,0,24,3,26,3,6
research,RESEARCH\vLex-Vincent-Does-traveling-to-Oklahoma-to-prepare-fraudulent-documents-for-submission-in-Texas-state-courts-sati-1.pdf,extracted_research\vLex-Vincent-Does-traveling-to-Oklahoma-to-prepare-fraudulent-documents-for-submission-in-Texas-state-courts-sati-1.txt,,,191,44,1,0,0,0,140,0,6,0,0,0
research,RESEARCH\vLex-Vincent--The-Plaintiff-alleged-that-after-the-initial-acts-in-December-2023-January-2024--the-Defendants-con-1.pdf,extracted_research\vLex-Vincent--The-Plaintiff-alleged-that-after-the-initial-acts-in-December-2023-January-2024--the-Defendants-con-1.txt,,,190,9,11,0,0,0,170,0,0,0,0,0
research,RESEARCH\vLex-Vincent--The-Plaintiff-alleged-that-after-the-initial-acts-in-December-2023-January-2024--the-Defendants-con-3a39b669-1.pdf,extracted_research\vLex-Vincent--The-Plaintiff-alleged-that-after-the-initial-acts-in-December-2023-January-2024--the-Defendants-con-3a39b669-1.txt,,,190,9,11,0,0,0,170,0,0,0,0,0
research,RESEARCH\vLex-Vincent--The-Plaintiff-alleged-that-after-the-initial-acts-in-December-2023-January-2024--the-Defendants-con-8b67d142-1.pdf,extracted_research\vLex-Vincent--The-Plaintiff-alleged-that-after-the-initial-acts-in-December-2023-January-2024--the-Defendants-con-8b67d142-1.txt,,,190,9,11,0,0,0,170,0,0,0,0,0
research,RESEARCH\vLex-Vincent-Defendants--fraudulent-actions-led-to-Plaintiff-being-evicted-from-his-home--which-also-served-as-hi-1.pdf,extracted_research\vLex-Vincent-Defendants--fraudulent-actions-led-to-Plaintiff-being-evicted-from-his-home--which-also-served-as-hi-1.txt,,,188,18,5,0,0,0,165,0,0,0,0,0
research,RESEARCH\vLex-Vincent-If-a-judge-in-Texas-deprived-a-litigant-of-their-home-and-property-without-a-hearing--issued-an-orde-1.pdf,extracted_research\vLex-Vincent-If-a-judge-in-Texas-deprived-a-litigant-of-their-home-and-property-without-a-hearing--issued-an-orde-1.txt,,,188,10,0,4,0,0,0,174,0,0,0,0
research,RESEARCH\vLex-Vincent-If-a-judge-in-Texas-deprived-a-litigant-of-their-home-and-property-without-a-hearing--issued-an-orde-a63d3a48-1.pdf,extracted_research\vLex-Vincent-If-a-judge-in-Texas-deprived-a-litigant-of-their-home-and-property-without-a-hearing--issued-an-orde-a63d3a48-1.txt,,,188,10,0,4,0,0,0,174,0,0,0,0
case,CASE DOCS\12.02.2024_NOTICE OF REMOVAL TO THE ND OF TEXAS-1.pdf,extracted_text\12.02.2024_NOTICE OF REMOVAL TO THE ND OF TEXAS-1.txt,2024-12-02,,186,59,13,16,4,0,0,34,27,30,2,1
research,RESEARCH\vLex-Vincent-What-elements-must-be-pled-to-establish-a-violation-of-the-Travel-Act--18-U-S-C----1952--as-a-predic-1.pdf,extracted_research\vLex-Vincent-What-elements-must-be-pled-to-establish-a-violation-of-the-Travel-Act--18-U-S-C----1952--as-a-predic-1.txt,,,185,86,5,0,0,2,92,0,0,0,0,0
research,RESEARCH\vLex-Vincent-What-elements-must-be-pled-to-establish-a-violation-of-the-Travel-Act--18-U-S-C----1952--as-a-predic-276509d5-1.pdf,extracted_research\vLex-Vincent-What-elements-must-be-pled-to-establish-a-violation-of-the-Travel-Act--18-U-S-C----1952--as-a-predic-276509d5-1.txt,,,185,86,5,0,0,2,92,0,0,0,0,0
case,CASE DOCS\12.02.24 - NOTICE OF REMOVAL NORTHERN TEXAS.pdf,extracted_text\12.02.24 - NOTICE OF REMOVAL NORTHERN TEXAS.txt,2024-12-02,,184,59,13,14,4,0,0,34,27,30,2,1
case,CASE DOCS\05.08.2025_FIRST AMENDED MOTION TO CONSOLIDATE CAUSE NUMBERS 25-0361 25-0367 and 25-0378-1.pdf,extracted_text\05.08.2025_FIRST AMENDED MOTION TO CONSOLIDATE CAUSE NUMBERS 25-0361 25-0367 and 25-0378-1.txt,2025-05-08,25-0361;25-0367;25-0378,182,16,54,12,2,0,0,4,18,0,4,72
research,RESEARCH\vLex-Vincent-The-respondent-was-removed-from-his-home-and-deprived-of-property-without-a-protective-order-being-r-1.pdf,extracted_research\vLex-Vincent-The-respondent-was-removed-from-his-home-and-deprived-of-property-without-a-protective-order-being-r-1.txt,,,182,17,0,21,0,5,0,138,1,0,0,0
research,RESEARCH\vLex-Vincent-Judicial-immunity-is-intended-to-protect-independent-judicial-decision-making--not-to-shield-judges--1.pdf,extracted_research\vLex-Vincent-Judicial-immunity-is-intended-to-protect-independent-judicial-decision-making--not-to-shield-judges--1.txt,,,180,11,22,0,0,7,0,0,140,0,0,0
research,RESEARCH\vLex-Vincent-------------------------II--TIMELINE-OF-EVENTS-BACKGROUND--Morgan-Michelle-Myers----Myers---and-Char (1)-1.pdf,extracted_research\vLex-Vincent-------------------------II--TIMELINE-OF-EVENTS-BACKGROUND--Morgan-Michelle-Myers----Myers---and-Char (1)-1.txt,,,178,24,8,2,0,0,126,4,4,3,0,7
research,RESEARCH\vLex-Vincent-The-complainant-was-denied-the-opportunity-to-be-heard-on-an-emergency-matter-affecting-the-safety-a-1.pdf,extracted_research\vLex-Vincent-The-complainant-was-denied-the-opportunity-to-be-heard-on-an-emergency-matter-affecting-the-safety-a-1.txt,,,177,18,1,6,0,0,0,145,6,0,0,1
research,RESEARCH\vLex-Vincent-The-complainant-was-denied-the-opportunity-to-be-heard-on-an-emergency-matter-affecting-the-safety-a-48577571-1.pdf,extracted_research\vLex-Vincent-The-complainant-was-denied-the-opportunity-to-be-heard-on-an-emergency-matter-affecting-the-safety-a-48577571-1.txt,,,177,18,1,6,0,0,0,145,6,0,0,1
research,RESEARCH\vLex-Vincent-The-complainant-was-denied-the-opportunity-to-be-heard-on-an-emergency-matter-affecting-the-safety-a-c1386140-1.pdf,extracted_research\vLex-Vincent-The-complainant-was-denied-the-opportunity-to-be-heard-on-an-emergency-matter-affecting-the-safety-a-c1386140-1.txt,,,177,18,1,6,0,0,0,145,6,0,0,1
case,CASE DOCS\04.14.25 - 02-25-00166-CV MANDAMUS-1.pdf,extracted_text\04.14.25 - 02-25-00166-CV MANDAMUS-1.txt,2025-04-14,02-25-00166-CV,173,40,42,2,0,0,0,22,17,0,8,42
case,CASE DOCS\04.01.25 - Petitioner's Statement (233)-1.pdf,extracted_text\04.01.25 - Petitioner's Statement (233)-1.txt,2025-04-01,,171,8,67,2,22,12,0,8,42,0,0,10
case,CASE DOCS\04.10.25 - 02-25-00164-CV MANDAMUS-1.pdf,extracted_text\04.10.25 - 02-25-00164-CV MANDAMUS-1.txt,2025-04-10,02-25-00164-CV,171,30,36,2,0,0,0,2,45,0,10,46
case,CASE DOCS\05.02.25 - Stone Mandamus-1.pdf,extracted_text\05.02.25 - Stone Mandamus-1.txt,2025-05-02,,171,30,18,2,0,0,0,28,31,0,8,54
research,RESEARCH\vLex-Vincent--1--From-December-2023-through-at-least-August-2025--a-group-of-individuals-Morgan-Michelle-Myers--D-1.pdf,extracted_research\vLex-Vincent--1--From-December-2023-through-at-least-August-2025--a-group-of-individuals-Morgan-Michelle-Myers--D-1.txt,,,171,24,10,2,0,0,120,5,3,0,0,7
case,CASE DOCS\05.02.25 - 25-0367 MANDAMUS-1.pdf,extracted_text\05.02.25 - 25-0367 MANDAMUS-1.txt,2025-05-02,25-0367,169,30,18,2,0,0,0,28,31,0,8,52
research,RESEARCH\vLex-Vincent-Research-case-law-on-void-1.pdf,extracted_research\vLex-Vincent-Research-case-law-on-void-1.txt,,,169,1,1,0,0,1,0,23,130,0,4,9
research,RESEARCH\vLex-Vincent-Research-case-law-on-void-2c66ca00-1.pdf,extracted_research\vLex-Vincent-Research-case-law-on-void-2c66ca00-1.txt,,,169,1,1,0,0,1,0,23,130,0,4,9
research,RESEARCH\vLex-Vincent-Research-case-law-on-void-2f60df0a-1.pdf,extracted_research\vLex-Vincent-Research-case-law-on-void-2f60df0a-1.txt,,,169,1,1,0,0,1,0,23,130,0,4,9
case,CASE DOCS\12.02.24 - NOTICE OF REMOVAL-1.pdf,extracted_text\12.02.24 - NOTICE OF REMOVAL-1.txt,2024-12-02,,168,50,10,14,4,0,0,34,24,30,2,0
research,RESEARCH\vLex-Vincent--The-court-s-order-did-not-fully-address-the-ongoing-nature-of-the-enterprise--the-risk-of-further-p-1.pdf,extracted_research\vLex-Vincent--The-court-s-order-did-not-fully-address-the-ongoing-nature-of-the-enterprise--the-risk-of-further-p-1.txt,,,168,3,11,0,0,0,153,0,1,0,0,0
case,CASE DOCS\05.23.25 - Second Amended Motion for Consolidation-1.pdf,extracted_text\05.23.25 - Second Amended Motion for Consolidation-1.txt,2025-05-23,,166,16,44,10,4,0,0,12,14,0,0,66
research,RESEARCH\vLex-Vincent-If-requesting-service-by-U-S--Marshals-and-filing-in-Oklahoma-federal-court--how-can-service-be-effe-1.pdf,extracted_research\vLex-Vincent-If-requesting-service-by-U-S--Marshals-and-filing-in-Oklahoma-federal-court--how-can-service-be-effe-1.txt,,,166,144,10,0,0,0,0,2,10,0,0,0
research,RESEARCH\vLex-Vincent-Is-the-plaintiff-required-to-1.pdf,extracted_research\vLex-Vincent-Is-the-plaintiff-required-to-1.txt,,,165,67,6,13,67,0,0,0,12,0,0,0
research,RESEARCH\vLex-Vincent-Is-the-plaintiff-required-to-6cb460aa-1.pdf,extracted_research\vLex-Vincent-Is-the-plaintiff-required-to-6cb460aa-1.txt,,,165,67,6,13,67,0,0,0,12,0,0,0
research,RESEARCH\vLex-Vincent-Is-the-plaintiff-required-to-bfcb2f2b-1.pdf,extracted_research\vLex-Vincent-Is-the-plaintiff-required-to-bfcb2f2b-1.txt,,,165,67,6,13,67,0,0,0,12,0,0,0
case,CASE DOCS\12.04.2024 Notice of Removal-1.pdf,extracted_text\12.04.2024 Notice of Removal-1.txt,2024-12-04,,164,48,8,16,2,0,0,36,22,30,2,0
research,RESEARCH\vLex-Vincent--The-First-Amended-Complaint--FAC--alleges-that-the-alleged-RICO-enterprise-s-broader-objective-frau-1.pdf,extracted_research\vLex-Vincent--The-First-Amended-Complaint--FAC--alleges-that-the-alleged-RICO-enterprise-s-broader-objective-frau-1.txt,,,161,7,8,3,0,0,143,0,0,0,0,0
research,RESEARCH\vLex-Vincent-If-an-objection-is-overruled-1.pdf,extracted_research\vLex-Vincent-If-an-objection-is-overruled-1.txt,,,161,0,0,0,0,0,0,0,2,0,0,159
research,RESEARCH\vLex-Vincent--Plaintiff-has-requested-leave-to-amend-to-add-new-facts--including-additional-threats-and-predicate-1.pdf,extracted_research\vLex-Vincent--Plaintiff-has-requested-leave-to-amend-to-add-new-facts--including-additional-threats-and-predicate-1.txt,,,160,95,35,0,1,1,27,0,1,0,0,0
case,CASE DOCS\05.07.25 - Newell Mandamus-1.pdf,extracted_text\05.07.25 - Newell Mandamus-1.txt,2025-05-07,,159,0,44,0,0,0,0,24,7,0,2,82
research,RESEARCH\vLex-Vincent--The-FAC-alleges-an-ongoing-enterprise--an-unfulfilled-objective--and-a-real-risk-of-further-predica-1.pdf,extracted_research\vLex-Vincent--The-FAC-alleges-an-ongoing-enterprise--an-unfulfilled-objective--and-a-real-risk-of-further-predica-1.txt,,,158,2,19,0,0,0,137,0,0,0,0,0
case,CASE DOCS\04.25.25 - MOTION TO RECUSE-1.pdf,extracted_text\04.25.25 - MOTION TO RECUSE-1.txt,2025-04-25,,156,6,21,5,10,0,0,68,36,0,4,6
case,CASE DOCS\04.25.25 - RECUSAL-1.pdf,extracted_text\04.25.25 - RECUSAL-1.txt,2025-04-25,,156,6,21,5,10,0,0,68,36,0,4,6
case,CASE DOCS\05.07.25 - 25-0378 MANDAMUS-1.pdf,extracted_text\05.07.25 - 25-0378 MANDAMUS-1.txt,2025-05-07,25-0378,156,0,44,0,0,0,0,23,7,0,2,80
case,CASE DOCS\05.01.25 - Kaitcer Mandamus Record-1.pdf,extracted_text\05.01.25 - Kaitcer Mandamus Record-1.txt,2025-05-01,,154,32,60,12,0,0,0,4,18,0,6,22
research,RESEARCH\vLex-Vincent-The-respondent-alleges-that-all-state-appellate-remedies--including-multiple-mandamus-petitions-and--1.pdf,extracted_research\vLex-Vincent-The-respondent-alleges-that-all-state-appellate-remedies--including-multiple-mandamus-petitions-and--1.txt,,,154,51,1,0,0,2,0,17,3,76,2,2
case,CASE DOCS\05.01.25 - 25-0361 MANDAMUS RECORD-1.pdf,extracted_text\05.01.25 - 25-0361 MANDAMUS RECORD-1.txt,2025-05-01,25-0361,151,32,59,12,0,0,0,4,18,0,6,20
research,RESEARCH\vLex-Vincent-A-litigant-walks-into-a-court-room-on-a-day-it-was-closed-due-to-inclement-weather--because-he-didnt-1.pdf,extracted_research\vLex-Vincent-A-litigant-walks-into-a-court-room-on-a-day-it-was-closed-due-to-inclement-weather--because-he-didnt-1.txt,,,146,24,1,2,1,0,0,112,0,0,0,6
